,Name,Link,Lyrics
89,Children Of a Bad Revolution,https://www.vagalume.com.br/lana-del-rey/children-of-a-bad-revolution.html,"Take me in your fast car Mercedes Kissing on your neck while your driving Doesn't care I'm always on my blackberry All the time all the time buying into every line On the flashy little lush but he thinks I'm really fine Notorious and wild takes me where I'm gonna shine Where the bad boys role hard dressing like James Dean And the vixen starlets feels so good to be The children of a bad revolution And partying's the only solution And I'mma tell any confusion About who we are and what we're gonna be We gonna get free free free free Get free Baby we are dancers on the scene Grammar in the cutters only so artic See graffiti artists and tabloid queen Mix it up , mix it up Every dude you ever seen We're acting really tough Like the world belongs to us 'Cause it does, yeah it does But we do create the puss Where the bad boys blow smoke Just like they're James Dean And the air girls blow kisses Just like Marylin The children of a bad revolution And partying's the only solution And I'mma tell any confusion About who we are and what we're gonna be We gonna get free free free free Get free Run for your lives They got 'em in chains Let's hope that we merge Create our own games Dj's,Rockstars,posers,we are Then the politicians That surrender the additions And it's so pornographic then it's tragic Nothing magic makes us free To be all we wanna be The children of a bad revolution And partying's the only solution And I'mma tell any confusion About who we are and what we're gonna be We gonna get free free free free Get free The children of a bad revolution And partying's the only solution And I'mma tell any confusion About who we are and what we're gonna be We gonna get free free free free Get free We gonna get free</div>"
90,China Doll,https://www.vagalume.com.br/lana-del-rey/china-doll.html,"Everything i want i have: Money, notoriety, rivieras. I even think i found god In the flash bulbs of your pretty cameras, Pretty cameras, pretty cameras. Am i glamorous? baby, am i glamorous? Hello? hello? Can you hear me? I can be your china doll If you want to see me fall. Boy your so dope, Your love is deadly. Tell me life is beautiful, They all think i have it all. I am nothing without you. All my dreams and all the lights mean Nothing without you. Summertime is nice and hot And my life is sweet like vanilla is. Gold and silver line my heart But burned into to my brain all these stolen images, Stolen images, baby, stolen images. Can you picture this What a life we could've lived? Hello? hello? Can you hear me? I can be your china doll If you want to see me fall. Boy your so dope, Your love is deadly. Tell me life is beautiful, They all think i have it all. I am nothing without you. All my dreams and all the lights mean Nothing without you. We were two kids, just tryin to get out, Live on the dark side of the american dream. We would stay out late, play our music loud, When we grew up nothing was what it seemed. Hello? hello? Can you hear me? I can be your china doll If you want to see me fall. Boy your so dope, so dope Your love is deadly. Tell me life is beautiful, They all think i have it all. I am nothing without you. All my dreams and all the lights mean Nothing without you. All my dreams and all the lights mean Nothing if i can't have you.</div>"
91,Cinnamon Girl,https://www.vagalume.com.br/lana-del-rey/cinnamon-girl.html,"Cinnamon in my teeth From your kiss, you're touching me All the pills that you did Violet, blue, green, red To keep me at arm's length don't work You try to push me out, but I just find my way back in Violet, blue, green, red to keep me out, I win There's things I wanna say to you But I'll just let you leave Like if you hold me without hurting me You'll be the first who ever did There's things I wanna talk about But better not to keep But if you hold me without hurting me You'll be the first who ever did Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did Kerosene in my hands You make me mad, I'm fire again All the pills that you take Violet, blue, green, red To keep me at arm's length don't work There's things I wanna say to you But I'll just let you leave Like if you hold me without hurting me You'll be the first who ever did There's things I wanna talk about But better not to keep But if you hold me without hurting me You'll be the first who ever did Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did There's things I wanna say to you But I'll just let you leave Like if you hold me without hurting me You'll be the first who ever did There's things I wanna talk about But better not to keep Like if you hold me without hurting me You'll be the first who ever did</div>"
92,Coachella - Woodstock In My Mind,https://www.vagalume.com.br/lana-del-rey/coachella-woodstock-in-my-mind.html,"I was at Coachella Leaning on your shoulder Watching your husband swing in time I guess I was in it 'Cause baby, for a minute It was Woodstock in my mind In the next morning They put out the warning Tensions were rising over country lines I turned off the music Tried to sit and use it All of the love that I saw that night 'Cause what about all these children And what about all their parents And what about about all their crowns they wear In hair so long like mine And what about all their wishes Wrapped up like garland roses Round their little heads I said a prayer for a third time I'd trade it all for a stairway to heaven (A stairway, stairway) I'd take my time for the climb up to the top of it (stairway) I'd trade the fame and the fortune and the legend (stairway) I'd give it all away if you give me just one day to ask him one question I'd give it all away if you give me just one day to ask him one question I was at Coachella Leaning on your shoulder Watching your husband swing and shine I'd say he was hella Cool to win them over Critics can be so mean sometimes He was on his knees And I thought he was breaking 'em down with his words and his voice divine Doesn't take a genius to know what you've got going And to not want music 'cause they lost their minds 'Cause what about all these children And all their children's children And why am I even wondering that today Maybe my contribution Could be as small as hoping That words could turn to birds And birds would send my thoughts your way I'd trade it all for a stairway to heaven (A stairway, stairway) I'd take my time for the climb up to the top of it (a stairway) I'd trade the fame and the fortune and the legend (a stairway) I'd give it all away if you give me just one day to ask him one question I'd give it all away if you give me just one day to ask him one question A stairway, stairway to heaven A stairway Got a million things I wanna say Like what is it all for? Will it be okay? Million things I wanna say Like what is it all for? Stairway, stairway to heaven Stairway Stairway, stairway to heaven</div>"
93,Coca Colla,https://www.vagalume.com.br/lana-del-rey/coca-colla.html,"I hope you remember me like this Dancing in the stars in my sundress I was just a dreamer, no stress And battles lines became paradise next to you You been working hard 9 to 5 and I'm doing my part in trying Just make you smile and get happy Like daddy used to say to me ""When you're young and free Stop and think of me"" Staying together is heaven when you look so good And you taste so sweet Never let me go Boy hang on me Staying together forever It's heaven when you taste so sweet When you're young and free</div>"
94,Cola,https://www.vagalume.com.br/lana-del-rey/cola.html,"My pussy tastes like Pepsi cola My eyes are wide like cherry pies I gots a taste for men who are older It's always been, so it's no surprise Ah, he's in the sky with diamonds and he's making me crazy (I come alive, alive) All he wants to do is party with his pretty baby Come on baby, let's ride We can escape to the great sunshine I know your wife and she wouldn't mind We made it out to the other side We made it out to the other side We made it out to the other side I fall asleep in an American flag I wear my diamonds on Skid Row I pledge allegiance to my dad For teaching me everything he knows Ah, he's in the sky with diamonds and he's making me crazy (I come alive, alive) All he wants to do is party with his pretty baby Come on baby, let's ride We can escape to the great sunshine I know your wife and she wouldn't mind We made it out to the other side We made it out to the other side We made it out to the other side Drugs suck it up like vanilla icys Don't treat me rough, treat me really niceys Decorate my neck Diamantes ices Oh, come on, come on Come on baby, let's ride We can escape to the great sunshine I know your wife and she wouldn't mind We made it out to the other side Come on baby, let's ride We can escape to the great sunshine We made it out to the other side We made it out to the other side Come on, come on, come on baby Come on, come on, come on baby My pussy taste like Pepsi cola My pussy taste like Pepsi cola My pussy taste like Pepsi cola</div>"
95,Come When You Call Me America,https://www.vagalume.com.br/lana-del-rey/come-when-you-call-me-america.html,"Tell me your story daddy Come When you Call me Just say you want another one That's why I want another one Just like the silence of the night I do whatever I want You can do whatever you This is like I always wanted This is like I always knew Ridin' right back How am I alive Hand to hand, gun to gun Now we're gonna have som fun Come When you Call me I didn't think Picking me up from my motel Take me down to [word] [word] Shirley wants to meet you Ridin' right back How am I alive I know what what you've been looking for I think I've got all that and more (I can show you) I think I know what you've been trying to say Everybody wants a little [word] Come When you Call me Picking me up from my motel (what you're thinking) Lately [word] Don't you pass in/it I can't get it right I know just how it's gonna be I think that/if you and [word] I wanna tell what I see I know what you like and I think that I could fit it right Put a lot of [word] in myself Maybe I could bring it right here like I want Back to the street I really am far and gone (back to street, back to the street) Tell me your story daddy You should see what I'm doing now Bet you'd never guess if I told you how You can say whatever you want to say about me (A-M-E-R-I-C-A) Stay in your room, get in your bed Maybe then you get me inside your head Everybody thinks that they know that I know you better Tell me your story daddy</div>"
96,Criminals Run The World,https://www.vagalume.com.br/lana-del-rey/criminals-run-the-world.html,"Ah ah ah ah ah ah ah ah Ah ah ah ah ah ah ah ah Fingertips in the shape of a gun Raise it up to your heart, pow, done Ruby lips pop pink bubblegun Bye bye baby, bye bye sun I'm Lana Del Rey from the U. S. of A Godfather ordered up a hit from the grave You know why I'm here so I'm not gonna say Fuckin? up your life in every possible way 'Cause criminals run Yeah, the criminals run Criminals run the world Criminals run Yeah, the criminals run Criminals run the world Ah ah ah ah ah ah ah ah Ah ah ah ah ah ah ah ah Black bra, red dress, makeup on I'm the new politician It ain't rock, but you done rolled Bye bye baby, loser, I won Lana Del Rey from the U. S. of A A figment of your imagination Criminals run Yeah, the criminals run Criminals run the world Criminals run Yeah, the criminals run Criminals run the world All my boys raise your voice let me hear it L. Del Rey, yay! Wanna hear you cheer it Criminals run Yeah, the criminals run Criminals run the world Oh oh oh oh oh oh oh oh We're in the future now You can't be weak Technology and money You have live life deadly We're in the future now You can't be weak Technology and money You have live life deadly Deadly, deadly, deadly Criminals run Yeah, the criminals run Criminals run the world Criminals run Yeah, the criminals run Criminals run the world All my boys raise your voice let me hear it L. Del Rey, yeah! Wanna hear you cheer it Criminals run Yeah, the criminals run Criminals run the world Oh oh oh oh oh</div>"
97,Cruel World,https://www.vagalume.com.br/lana-del-rey/cruel-world.html,"Shared my body and my mind with you That's all over now Did what I had to do 'Cause you're so far past me now Shared my body and my life with you That's way over now There's not more I can do You're so famous now Got your bible, got your gun And your like to party and have fun And I like my candy and your women I'm finally happy now that you're gone Put my little red party dress on Everybody knows that I'm the best, I'm crazy Get a little bit of Bourbon in ya Get a little bit suburban and go crazy 'Cause you're young, you're wild, you're free You're dancin' circles around me You're fuckin' crazy Oh, you're crazy for me I shared my body and my mind with you That's all over now I did what I had to do I found another anyhow Shared my body and my life with you That's all over now I did what I had to do I could see you leaving now I got your bible and your gun And your love to party and have fun And I love your women and all of your heroin And I'm so happy now that you're gone Put my little red party dress on Everybody knows that I'm a mess, I'm crazy, yeah Get a little bit of bourbon in ya Go a little bit suburban and go crazy 'Cause you're young, you're wild, you're free You're dancin' circles around me You're fuckin' crazy Oh, you're crazy for me Got your bible and your gun You like your women and you like fun I like my candy and your heroin And I'm so happy, so happy now you're gone Put my little red party dress on Everybody knows that I'm a mess, I'm crazy, yeah Get a little bit of bourbon in ya Get a little bit suburban and go crazy 'Cause you're young, you're wild, you're free You're dancin' circles around me You're fuckin' crazy Oh, you're crazy for me Oh, oh, you're crazy for me</div>"
98,Damn You,https://www.vagalume.com.br/lana-del-rey/damn-you.html,"I won't cry myself to sleep, like a sucker I won't cry myself to sleep, if I do I'll die Now you fall asleep with another, damn you. Remember how we used to escape for the summer Fireworks and sparkles would light up the black skies We'd hold on tight for our lives for eachother Hello, hello where did you go? We were 2 kids living life on the run Like the american dream,baby Nothing to lose and we get messed up for fun We went too fast, too young But I won't cry myself to sleep, like a sucker I won't cry myself to sleep, if I do I'll die Now you fall asleep with another, damn you Damn you Flowers in my hair and your breath smelled like whiskey Promised anywhere that I go I'd take you with me Handsome on your feet like a child to the radio Hello, hello where did you go? We were 2 kids living life on the run As the american dream, baby Nothing to lose and we get messed up for fun We went too fast, too young But I won't cry myself to sleep, like a sucker I won't cry myself to sleep, if I do I'll die Now you fall asleep with another, damn you Damn you, damn you, damn you Every once in a lifetime dreams can come true Now and then when the stars shine You need somebody like you But I won't cry myself to sleep, like a sucker I won't cry myself to sleep, if I do I'll die I pray your life is sweet, you fucker Damn you, damn you, damn you</div>"
99,Dance For Money,https://www.vagalume.com.br/lana-del-rey/dance-for-money.html,"I like them over 50 (Oh really) I like to dance for money (Oh honey) I like em over 50 (Oh honey) I like to dance for money Lemonade Motorcycles Lemonade Motorcycles Lemonade I'll be your private dancer I wear my gold nail polish You like the way I whip my hair up I like you Ivy Lies I like em over 50 (Uh hun) I like to play for money (Uh hun) I like em over 50 (Un hun) I like to play for money Lemonade Motorcycles Lemonade Motorcycles Lemonade Motorcycles I can be your summertime Baby you can call me May I can be your champagne wine You can love me in my gold lamé Ohh I'll be your private dancer (Yes, yes, I will) I wear my gold nail polish (Yes, yes, I will) You like the way whip my hair up (Why) I like you Ivy Lies (Yes, yes, I do. And I know) I need you for a while (yes yes) I need you for a while (Yes, yes) I need you for a while (Yes, yes) I'll be your private dancer I wear my gold nail polish You like the way I whip my hair up I like you Ivy Lies (Yes, yes, I do. Yes, yes) I'll be your private dancer (Yes) I wear my gold nail polish You like the way I whip my hair up I like you Ivy Lies</div>"
100,Dance Till We Die,https://www.vagalume.com.br/lana-del-rey/dance-till-we-die.html,"I'm coverin' Joni and I'm dancin' with Joan Stevie is callin' on the telephone Court almost burned down my home But God, it feels good not to be alone But sometimes, this ranch feels like my only friend And life doesn't always work out like we planned We keep it movin', babe So we made it back in the middle of the night To the Louisiana two-step, high and bright And we won't say when, we won't ask why We won't stop dancin' 'til we die We'll keep walkin' on the sunny side And we won't stop dancin' 'til we die Troubled by my circumstancе Burdened by the wеight of fame Clementine's not just a fruit It's my daughter's chosen name And when all the bars close down tonight There's one that stays open just for us, alright We keep dancin', babe So we made it back in the middle of the night (We keep dancin', babe) To the Louisiana two-step, high and bright (We keep it movin', babe) And we won't say when, we won't ask why We won't stop dancin' 'til we die We'll keep walkin' on the sunny side And we won't stop dancin' 'til we die I went down to Woodside I left Berkeley, out of city, out of mind Killin' it, talkin' shit, Joan said she was gonna quit Tearin' it up at the Afro-Caribbean two-step I left San Francisco I've been coverin' Joni and I'm dancin' with Joan It's kinda hard to find love When you're used to rollin' like a rollin' stone So we made it back in the middle of the night (We keep it movin', babe) To the Louisiana two-step, high and bright (We keep dancin', babe) And we won't say when, we won't ask why We won't stop dancin' 'til we die We'll keep walkin' on the sunny side And we won't stop dancin' 'til we die And we won't stop dancin' 'til we die</div>"
101,Dangerous Girl,https://www.vagalume.com.br/lana-del-rey/dangerous-girl.html,"He's my drugstore cowboy, Italian Aloic, classical American. And I'm America's Sweetheart, cute delicious, sweet tart, sipping on my diet coke, singin' in the trailor-park. He likes my jeans tight He likes me mean, right (right) He likes my long hair corset, heels high. I'm born to kill, strip for success, I'm his, sweet mess. Do you love me? Yes, yes! Hell, yes! Baby, I'm a forlorn fire, and I'm what you desire, Like a siren in the night (going Neo Neo) Baby is the man on the wire, risking all that you've got, for the love of your life (You're my hero, hero) Let me play a dangerous girl, Let me be your dangerous girl. He's the get rich quick, type Mafia's hit tight Girl, I'm gonna marry yeah! I am the bad girl, next door. Babys always want more, buyin' diamond jewelry, take me to the Jersey Shore. He like my mink white (White) He go on all night, We're living off the grid Shining in the crime light. We were born to kill, best of the best nothing new, Wild West Let me put on that party dress Hell, yes! Baby, I'm a forlorn fire, and I'm what you desire, Like a siren in the night (going Neo Neo) Baby is the man on the wire, risking all that you've got, for the love of your life (You're my hero, hero) Let me play a dangerous girl, Let me be your dangerous girl. You love my baby plan, world domination together taking over our fair nation. 'Cause we're born to kill keepin' it fresh. Gold chain, white mesh, Fame is the name of the game, YES YES! Baby, I'm a forlorn fire, and I'm what you desire, Like a siren in the night (going Neo Neo) Baby is the man on the wire, risking all that you've got, for the love of your life (You're my hero, hero) Baby, I'm a forlorn fire, and I'm what you desire, Like a siren in the night (going Neo Neo) Baby is the man on the wire, risking all that you've got, for the love of your life (You're my hero, hero) Let me play a dangerous girl, Let me be your dangerous girl. Let me play a dangerous girl, Let me be your dangerous girl. Baby, I'm a forlorn fire, and I'm what you desire, Like a siren in the night (going Neo Neo) Baby is the man on the wire, risking all that you've got, for the love of your life (You're my hero, hero) Let me play a dangerous girl, Let me be your dangerous girl.</div>"
102,Dark But Just a Game,https://www.vagalume.com.br/lana-del-rey/dark-but-just-a-game.html,"It's dark, but just a game"" That's what he would say to me The faces aren't the same Mut their stories all end tragically (Sweet or whatever, baby) And that's the price of fame A tale as old as time you'd be (Sweet or whatever, baby) A pretty little fool to think exceptions to the rule Just walk around like you and me, this way But life is sweet or whatever, baby You gotta take them for what they got And while the whole world is crazy We're getting high in the parking lot Wе keep changing all the time The bеst ones lost their minds So I'm not gonna change I'll stay the same No rose left on the vines Don't even want what's mine Much less the fame It's dark, but just a game It's dark, but just a game It's dark, but just a game So play it like a symphony You know our love's the same They'll both go down in infamy I was a pretty little thing and God, I loved to sing But nothing came from either one but pain (But fuck it) Life is sweet or whatever, baby Don't ever think it's not While the whole world is crazy We're making out in the parking lot We keep changing all the time The best ones lost their minds So I'm not gonna change I'll stay the same No rose left on the vines Don't even want what's mine Much less the fame It's dark, but just a game We keep changing all the time The best ones lost their minds So I'm not gonna change I'll stay the same No rose left on the vines Don't even want what's mine Much less the fame It's dark, but just a game It's dark, but just a game It's dark, but just—</div>"
103,Dark Paradise,https://www.vagalume.com.br/lana-del-rey/dark-paradise.html,"All my friends tell me I should move on I'm lying in the ocean, singing your song (Ahhh) that's how you sang it Loving you forever can't be wrong Even though you're not here Won't move on (Ahhh) that's how we played it And there's no remedy for memory Your face is like a melody It won't leave my head Your soul is haunting me And telling me that everything is fine But I wish I was dead Every time I close my eyes It's like a dark paradise No one compares to you I'm scared that you Won't be waiting on the other side Everytime I close my eyes It's like a dark paradise No one compares to you I'm scared that you Won't be waiting on the other side All my friends ask me Why I stay strong Tell'em when you find true love it lives on Ahhh, that's why I stay here And there's no remedy for memory Your face is like a melody It won't leave my head Your soul is haunting me And telling me that everything is fine But I wish I was dead Everytime I close my eyes It's like a dark paradise No one compares to you I'm scared that you Won't be waiting on the other side Every time I close my eyes It's like a dark paradise No one compares to you But there's no you, except in my dreams tonight Oh oh oh oh, ha ha ha ha I don't wanna wake up from this tonight Oh oh oh oh, ha ha ha ha I don't wanna wake up from this tonight There's no relief, I see you in my sleep And everybody's rushing me But I can feel you touching me There's no release I feel you in my dreams Telling me I'm fine Everytime I close my eyes It's like a dark paradise No one compares to you I'm scared that you Won't be waiting on the other side Every time I close my eyes It's like a dark paradise No one compares to you But there's no you, except in my dreams tonigh Oh oh oh oh, ha ha ha ha I don't wanna wake up from this tonight Oh oh oh oh, ha ha ha ha I don't wanna wake up from this tonight</div>"
104,Dayglo Reflection,https://www.vagalume.com.br/lana-del-rey/dayglo-reflection.html,Watching from a distant constellation Eyes that can see the world in changing hues Is everything is that everything is everything The only thing I ever dreamed is you and me 'cause I lay you down I take you down And I love it every f*ck of the way Ooh ahh Visions still unfold in sweet imagining Time reveals that love is the only truth Is everything is that everything is everything The only thing I ever dreamed is you and me 'cause I lay you down I take you down And I love it every f*ck of the way Ooh ahh</div>
105,Dealer (Ft. Miles Kane),https://www.vagalume.com.br/lana-del-rey/dealer-ft-miles-kane.html,"Please don't try to find me through my dealer He won't pick up his phone Please don't try my father either He ain't been home for years I know I'm no spirit seeker I can't sleep through the tears I get lost in the ether I check it, I wreck it, I turn it around I gave you all my money, gave you all my money Gave you all my money, gave you all my money I don't wanna live I don't wanna give you nothing 'Cause you never give me nothing back Why can't you be good for something? Not one shirt off your back Why can't you be good for something? Not one shirt off your back Please don't try to find me through my dealer He won't pick up his phone Please don't try my doctor either He won't take any calls He's no fucking spirit healer He just can't stop to talk But he's gone now for the weekend I check it, I wreck it, and I'll explain I gave you all my money, gave you all my money Gave you all my money, gave you all my money I don't wanna live I don't wanna give you nothing 'Cause you never give me nothing back Why can't you be good for something? Not one shirt off your back Why can't you be good for something? Not one shirt off your back 555 Please don't try to find me through my dealer 9275, 555 Now you've got a busy tone He won't pick up his phone All circuits are busy, goodbye All circuits are busy, you're high Please don't try my father either All circuits are busy, goodbye All circuits are busy, you're high He ain't been home for years</div>"
106,Delicious,https://www.vagalume.com.br/lana-del-rey/delicious.html,"I don't know why you're Looking at those other girls I'm delicious They're disgusting, I'm delicious They disgust me, I'm delicious Let's discuss this, I'm delicious Delicious. They're disgusting, I'm delicious They disgust me, I'm delicious Let's discuss this, I'm delicious Delicious My, my, apple of my eye Think you're really hot And I want you to me mine I like the way the brain On your pinky ring shine Aye, aye, aye! Keep them other girls at bay Oh, I would blow them all away Keep them other girls at bay Oh, I would blow them all away They're disgusting, I'm delicious They disgust me, I'm delicious Let's discuss this, I'm delicious Delicious They're disgusting, I'm delicious, They disgust me, I'm delicious, Let's discuss this, I'm delicious, Delicious. I'm in South Beach, In my white-T, I see this bad thing, I think she like me. He's from South Beach, In his white-T, Said that I could, Be his wifey. My, my, think you're really fly, Don't look at all the other girls, Bye, bye. Kiss me really hard, Baby holds me really tight, Aye, aye, aye! Keep them other girls at bay, Oh, I would blow them all away. Keep them other girls at bay, Oh, I would blow them all away. They're disgusting, I'm delicious, They disgust me, I'm delicious, Let's discuss this, I'm delicious, Delicious. They're disgusting, I'm delicious, They disgust me, I'm delicious, Let's discuss this, I'm delicious, Delicious. I'm free and I'm fresh and I'm fine, I'm wild as can be and I want, Want you boy, I want you boy. I'm cool and I'm calmer, dangerous, Saw me everyone and I caught, Caught you boy, I caught you boy. I'm delicious, you can't touch this, I'm that bitch that, you can't fuck with. She's delicious, I'm-a cuff it, She's the bitch that, I'm-a go fun with.</div>"
107,Diet Mountain Dew,https://www.vagalume.com.br/lana-del-rey/diet-mountain-dew.html,"You're no good for me Baby you're no good for me You're no good for me But baby I want you, I want you Diet Mountain Dew, baby, New York City Never was there ever a girl so pretty Do you think we'll be in love forever? Do you think we'll be in love? Diet mountain dew, baby, New York City Can we get it now low, down and gritty Do you think we'll be in love forever? Do you think we'll be in love? Baby put on heart shaped sunglasses Cause we gonna take a ride I'm not gonna listen to what the past says I've been waiting up all night Take another drag turn me to ashes Ready for another lie? Says he's gonna teach me just what fast is Say it's gonna be alright Diet mountain dew, baby, New York City Never was there ever a girl so pretty Do you think we'll be in love forever? Do you think we'll be in love? Diet mountain dew, baby, New York City Can we get it now low, down and gritty Do you think we'll be in love forever? Do you think we'll be in love? Let's take Jesus off the dashboard Got enough on his mind We both know just what we're here for Saved too many times Maybe I like this roller coaster Maybe it keeps me high Maybe the speed it brings me closer I could sparkle up your eye Diet mountain dew, baby, New York City Never was there ever a girl so pretty Do you think we'll be in love forever? Do you think we'll be in love? Diet mountain dew, baby, New York City Can we get it now low, down and gritty Do you think we'll be in love forever? Do you think we'll be in love? You're no good for me Baby you're no good for me You're no good for me But baby I want you, I want you You're no good for me Baby you're no good for me You're no good for me But baby I want you, I want you, I want you Diet mountain dew, baby, New York City Never was there ever a girl so pretty Do you think we'll be in love forever? Do you think we'll be in love? Diet mountain dew, baby, New York City Can we get it now low, down and gritty Do you think we'll be in love forever? Do you think we'll be in love? Diet mountain dew, baby, New York City Never was there ever a girl so pretty Do you think we'll be in love forever? Do you think we'll be in love? Baby stoppin' at 7-Eleven There in his white Pontiac heaven Do you think we'll be in love forever? Do you think we'll be in love? Diet mountain dew, baby, New York City Never was there ever a girl so pretty Do you think we'll be in love forever? Do you think we'll be in love? Diet mountain dew, baby, New York City Can we get it now low, down and gritty Do you think we'll be in love forever? Do you think we'll be in love? You're no good for me Baby you're no good for me You're no good for me But baby I want you, I want you</div>"
108,Disco,https://www.vagalume.com.br/lana-del-rey/disco.html,Disco GoGo Dancer so rare Move down &amp; up slow n' prostitute stare I do what I like I just don't care I am my only god I am my only god I am my only god now Black eyes short dress lets break it down You shoot and I pose polaroid frown I'll do what you like I wont make a sound I am my only god I am my only god I am my only god now Icon young star heroin fiend Just sit n' I'll sing I'll be yr queen You know how I like that celebrity type poor me I am my only god I am my only god I am my only god now</div>
109,Doin' Time,https://www.vagalume.com.br/lana-del-rey/doin-time.html,"Summertime, and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L. B. C Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder Me and my girl, we got this relationship I love her so bad, but she treats me like shit On lockdown, like a penitentiary She spreads her lovin' all over And when she gets home, there's none left for me Summertime, and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L. B. C Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder (Harder, yeah, harder, yeah) Oh, take this veil from off my eyes My burning sun will, some day, rise So, what am I gonna be doin' for a while? Said, I'm gonna play with myself Show them, now, we've come off the shelf Summertime, and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L. B. C Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder (Harder, yeah, harder, yeah) Evil, I've come to tell you that she's evil, most definitely Evil, ornery, scandalous and evil, most definitely The tension, it's getting hotter I'd like to hold her head underwater (Summertime) (Ah, ah, ah) Summertime, and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L. B. C Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder</div>"
110,"Don't Call Me Angel (With Ariana Grande, Miley Cyrus)",https://www.vagalume.com.br/lana-del-rey/dont-call-me-angel-with-ariana-grande-miley-cyrus.html,"Boy, don't call me angel You ain't got me right Don't call me angel You can't pay my price Ain't from no heaven Yeah, you heard me right (Yeah, you heard me) Even though you know we fly (Now you know we) Don't call me angel Uh, don't call me angel when I'm a mess Don't call me angel when I get undressed You know I, I don't like that, boy (Uh) I make my money, and I write the checks So say my name with a little respect All my girls successful And you're just our guest Do I really need to say it? Do I need to say it again, yeah? You better stop the sweet talk And keep your pretty mouth shut Boy, don't call me angel You ain't got me right Don't call me angel You can't pay my price Ain't from no heaven Yeah, you heard me right (Yeah, you heard me) Even though you know we fly (Now you know we) Don't call me angel See you here with somebody You sizin' up my body, oh yeah Don't you know that I bite when the sun set, yeah? So don't you track 'em around me Might work on them, but not me, oh yeah Don't you know that I bite when the sun set? Keep my name out your mouth I know what you about So keep my name out your mouth, oh yeah Boy, don't call me angel You ain't got me right Don't call me angel You can't pay my price Ain't from no heaven Yeah, you heard me right (Yeah, you heard me) Even though you know we fly (Now you know we) Don't call me angel I appreciate the way you watch me I can't lie I drop it down, I pick it up, I back it across the county line I fell from heaven, now I'm living like a devil You can't get me off your mind I appreciate the way you want me, I can't lie I drop it low, I back it up, I know you wanna think you're mine Baby, I totally get it, you can't get some You can't get me off your mind We in it together, but don't call me angel Oh, boy, don't call me angel You ain't got me right Don't call me angel You can't pay my price Ain't from no heaven Yeah, you heard me right (Yeah, you heard me) Even though you know we fly (Now you know we) Don't call me angel Angel Don't call me angel (Yeah-yeah, yeah-yeah) Don't call me angel</div>"
111,Don't Let Me Be Misunderstood,https://www.vagalume.com.br/lana-del-rey/dont-let-me-be-misunderstood.html,"Baby, you understand me now If sometimes you see that I'm mad don't you know no one alive can always be an angel? When everything goes wrong, you see some bad But I'm just a soul whose intentions are good Oh, Lord, please, don't let me be misunderstood You know, sometimes, baby, I'm so carefree With a joy that's hard to hide And then sometimes again it seems that all I have is worry And then you're bound to see my other side But I'm just a soul whose intentions are good Oh, Lord, please, don't let me be misunderstood If I seem edgy I want you to know I never mean to take it out on you Life has its problems And I get more than my share But that's one thing I never mean to do 'cause I love you Oh, baby I'm just human don't you know I have faults like anyone? Sometimes I find myself alone regretting Some little foolish thing And some single thing that I've done 'cause I'm just a soul whose intentions are good Oh, Lord, please, don't let me be misunderstood I try so hard don't let me be misunderstood I try so hard don't let me be misunderstood</div>"
